40080	ZIP	0.0	16.0	7327
40081	ZIP	20.0	36.0	7566
40082	ZIP	0.0	16.0	6141
40083	ZIP	29.0	42.0	1334
40084	ZIP	43.0	56.0	9733
40085	ZIP	4.0	17.0	7045
40086	ZIP	43.0	47.0	5097
40087	ZIP	18.0	34.0	2943
40088	ZIP	33.0	49.0	5338
40089	ZIP	32.0	48.0	8284
40090	ZIP	0.0	16.0	1954
40091	ZIP	13.0	26.0	9637
40092	ZIP	29.0	42.0	8782
40093	ZIP	29.0	42.0	4272
40094	ZIP	45.0	49.0	6648
40095	ZIP	43.0	47.0	5855
40096	ZIP	47.0	51.0	6789
40097	ZIP	20.0	40.0	4260
40098	ZIP	33.0	49.0	4260
40099	ZIP	35.0	48.0	7733
40100	ZIP	20.0	36.0	2707
40101	ZIP	29.0	42.0	8487
40102	ZIP	29.0	42.0	7012
40103	ZIP	43.0	47.0	1438
40104	ZIP	43.0	56.0	8832
40105	ZIP	13.0	26.0	8271
40106	ZIP	27.0	40.0	5341
40107	ZIP	43.0	47.0	9727
40108	ZIP	43.0	56.0	7075
40109	ZIP	29.0	42.0	9871
40110	ZIP	3.0	19.0	1153
40111	ZIP	32.0	48.0	5714
40112	ZIP	13.0	26.0	6891
40113	ZIP	38.0	54.0	3820
40114	ZIP	29.0	42.0	6145
40115	ZIP	20.0	36.0	1324
40116	ZIP	20.0	40.0	1932
40117	ZIP	29.0	42.0	7150
40118	ZIP	0.0	16.0	6292
40119	ZIP	13.0	26.0	9789
40120	ZIP	29.0	42.0	9392
40121	ZIP	3.0	19.0	1875
40122	ZIP	20.0	36.0	6125
40123	ZIP	5.0	21.0	7820
40124	ZIP	0.0	16.0	4712
40125	ZIP	4.0	17.0	8083
40126	ZIP	20.0	36.0	4410
40127	ZIP	5.0	21.0	8870
40128	ZIP	35.0	48.0	3184
40129	ZIP	43.0	56.0	9594
40130	ZIP	35.0	48.0	2852
40131	ZIP	5.0	21.0	1285
40132	ZIP	38.0	54.0	5838
40133	ZIP	29.0	42.0	8674
40134	ZIP	29.0	42.0	1588
40135	ZIP	47.0	51.0	8112
40136	ZIP	45.0	49.0	4253
40137	ZIP	33.0	49.0	1781
40138	ZIP	47.0	51.0	5553
40139	ZIP	47.0	51.0	2525
40140	ZIP	45.0	49.0	1068
40141	ZIP	29.0	42.0	1925
40142	ZIP	20.0	36.0	8188
40143	ZIP	5.0	21.0	2438
40144	ZIP	13.0	26.0	1536
40145	ZIP	20.0	40.0	6700
40146	ZIP	20.0	40.0	8641
40147	ZIP	33.0	49.0	6551
40148	ZIP	35.0	48.0	1419
40149	ZIP	38.0	54.0	4235
40150	ZIP	20.0	36.0	9781
40151	ZIP	32.0	48.0	4689
40152	ZIP	29.0	42.0	8359
40153	ZIP	43.0	56.0	1020
40154	ZIP	20.0	36.0	5179
40155	ZIP	33.0	49.0	7981
40156	ZIP	45.0	49.0	7292
40157	ZIP	29.0	42.0	7733
40158	ZIP	45.0	49.0	8609
40159	ZIP	38.0	54.0	1098
40160	ZIP	32.0	48.0	6625
40161	ZIP	43.0	47.0	5355
40162	ZIP	35.0	48.0	7654
40163	ZIP	20.0	40.0	7753
40164	ZIP	43.0	47.0	3630
40165	ZIP	43.0	56.0	2462
40166	ZIP	32.0	48.0	7953
40167	ZIP	13.0	26.0	3073
40168	ZIP	47.0	51.0	2898
40169	ZIP	4.0	17.0	4046
40170	ZIP	27.0	40.0	2516
40171	ZIP	32.0	48.0	8281
40172	ZIP	27.0	40.0	6754
40173	ZIP	35.0	48.0	9088
40174	ZIP	32.0	48.0	9704
40175	ZIP	47.0	51.0	1358
40176	ZIP	3.0	19.0	6457
40177	ZIP	20.0	40.0	6313
40178	ZIP	38.0	54.0	8751
40179	ZIP	13.0	26.0	7179
40180	ZIP	13.0	26.0	7852
40181	ZIP	47.0	51.0	3089
40182	ZIP	5.0	21.0	1162
40183	ZIP	3.0	19.0	9403
40184	ZIP	13.0	26.0	9558
40185	ZIP	43.0	56.0	3683
40186	ZIP	47.0	51.0	8395
40187	ZIP	20.0	40.0	9014
40188	ZIP	20.0	40.0	2501
40189	ZIP	43.0	47.0	8607
40190	ZIP	47.0	51.0	5501
40191	ZIP	45.0	49.0	2279
40192	ZIP	0.0	16.0	6358
40193	ZIP	20.0	40.0	3414
40194	ZIP	47.0	51.0	2519
40195	ZIP	18.0	34.0	1009
40196	ZIP	20.0	40.0	7880
40197	ZIP	3.0	19.0	6908
40198	ZIP	47.0	51.0	5095
40199	ZIP	32.0	48.0	4082
40200	ZIP	29.0	42.0	3611
40201	ZIP	38.0	54.0	3437
40202	ZIP	20.0	36.0	5092
40203	ZIP	33.0	49.0	5409
40204	ZIP	33.0	49.0	1600
40205	ZIP	0.0	16.0	4450
40206	ZIP	43.0	47.0	5128
40207	ZIP	5.0	21.0	9134
40208	ZIP	43.0	56.0	5993
40209	ZIP	27.0	40.0	4600
40210	ZIP	35.0	48.0	9236
40211	ZIP	43.0	56.0	1221
40212	ZIP	3.0	19.0	7066
40213	ZIP	47.0	51.0	3560
40214	ZIP	4.0	17.0	8774
40215	ZIP	47.0	51.0	3164
40216	ZIP	47.0	51.0	2090
40217	ZIP	35.0	48.0	1535
40218	ZIP	3.0	19.0	9943
40219	ZIP	13.0	26.0	5527
40220	ZIP	45.0	49.0	1053
40221	ZIP	13.0	26.0	4868
40222	ZIP	35.0	48.0	6293
40223	ZIP	3.0	19.0	4374
40224	ZIP	4.0	17.0	5937
40225	ZIP	35.0	48.0	5352
40226	ZIP	32.0	48.0	4354
40227	ZIP	35.0	48.0	5731
40228	ZIP	43.0	47.0	9704
40229	ZIP	0.0	16.0	9393
40230	ZIP	35.0	48.0	5884
40231	ZIP	32.0	48.0	5727
40232	ZIP	27.0	40.0	1249
40233	ZIP	47.0	51.0	4114
40234	ZIP	43.0	47.0	8246
40235	ZIP	3.0	19.0	9355
40236	ZIP	29.0	42.0	4809
40237	ZIP	20.0	40.0	7227
40238	ZIP	45.0	49.0	7744
40239	ZIP	13.0	26.0	4021
40240	ZIP	20.0	36.0	1103
40241	ZIP	4.0	17.0	4808
40242	ZIP	29.0	42.0	2001
40243	ZIP	4.0	17.0	4378
40244	ZIP	4.0	17.0	2687
40245	ZIP	20.0	40.0	3190
40246	ZIP	3.0	19.0	8122
40247	ZIP	0.0	16.0	4457
40248	ZIP	18.0	34.0	9012
40249	ZIP	20.0	36.0	6898
40250	ZIP	33.0	49.0	5390
40251	ZIP	13.0	26.0	8767
40252	ZIP	13.0	26.0	1699
40253	ZIP	43.0	47.0	5365
40254	ZIP	43.0	56.0	7144
40255	ZIP	20.0	40.0	7919
40256	ZIP	18.0	34.0	4635
40257	ZIP	45.0	49.0	1065
40258	ZIP	32.0	48.0	7061
40259	ZIP	5.0	21.0	1105
40260	ZIP	29.0	42.0	6688
40261	ZIP	3.0	19.0	8998
40262	ZIP	4.0	17.0	5698
40263	ZIP	43.0	47.0	4871
40264	ZIP	35.0	48.0	5224
40265	ZIP	29.0	42.0	7684
40266	ZIP	29.0	42.0	6419
40267	ZIP	32.0	48.0	8236
40268	ZIP	3.0	19.0	8560
40269	ZIP	33.0	49.0	5153
40270	ZIP	47.0	51.0	3203
40271	ZIP	35.0	48.0	3905
40272	ZIP	35.0	48.0	7799
40273	ZIP	29.0	42.0	3867
40274	ZIP	47.0	51.0	1707
40275	ZIP	38.0	54.0	1462
40276	ZIP	20.0	40.0	6117
40277	ZIP	43.0	47.0	2039
40278	ZIP	18.0	34.0	6243
40279	ZIP	20.0	40.0	8065
40280	ZIP	5.0	21.0	7935
40281	ZIP	3.0	19.0	9246
40282	ZIP	38.0	54.0	1302
40283	ZIP	35.0	48.0	1175
40284	ZIP	13.0	26.0	9140
40285	ZIP	27.0	40.0	5783
40286	ZIP	45.0	49.0	9607
40287	ZIP	43.0	56.0	5499
40288	ZIP	3.0	19.0	5416
40289	ZIP	5.0	21.0	2302
40290	ZIP	20.0	40.0	3875
40291	ZIP	0.0	16.0	8402
40292	ZIP	29.0	42.0	4015
40293	ZIP	47.0	51.0	7269
40294	ZIP	45.0	49.0	6501
40295	ZIP	35.0	48.0	7060
40296	ZIP	13.0	26.0	9071
40297	ZIP	20.0	40.0	1470
40298	ZIP	43.0	56.0	9895
40299	ZIP	0.0	16.0	1045
40300	ZIP	29.0	42.0	9113
40301	ZIP	33.0	49.0	2772
40302	ZIP	0.0	16.0	9995
40303	ZIP	20.0	36.0	8947
40304	ZIP	47.0	51.0	2830
40305	ZIP	33.0	49.0	6444
40306	ZIP	45.0	49.0	3407
40307	ZIP	33.0	49.0	7118
40308	ZIP	45.0	49.0	6094
40309	ZIP	3.0	19.0	1339
40310	ZIP	0.0	16.0	3749
40311	ZIP	20.0	40.0	2924
40312	ZIP	4.0	17.0	2167
40313	ZIP	27.0	40.0	4178
40314	ZIP	35.0	48.0	4899
40315	ZIP	35.0	48.0	4996
40316	ZIP	18.0	34.0	5969
40317	ZIP	43.0	56.0	1767
40318	ZIP	27.0	40.0	9449
40319	ZIP	13.0	26.0	9873
40320	ZIP	13.0	26.0	3013
40321	ZIP	5.0	21.0	9541
40322	ZIP	35.0	48.0	8811
40323	ZIP	35.0	48.0	2969
40324	ZIP	5.0	21.0	2619
40325	ZIP	43.0	47.0	3574
40326	ZIP	13.0	26.0	8157
40327	ZIP	3.0	19.0	2876
40328	ZIP	18.0	34.0	2883
40329	ZIP	38.0	54.0	6716
40330	ZIP	32.0	48.0	6517
40331	ZIP	33.0	49.0	6920
40332	ZIP	20.0	36.0	7781
40333	ZIP	47.0	51.0	3113
40334	ZIP	18.0	34.0	2632
40335	ZIP	13.0	26.0	9913
40336	ZIP	35.0	48.0	5428
40337	ZIP	20.0	36.0	8731
40338	ZIP	47.0	51.0	3703
40339	ZIP	5.0	21.0	3320
40340	ZIP	20.0	40.0	2209
40341	ZIP	35.0	48.0	8457
40342	ZIP	45.0	49.0	6666
40343	ZIP	4.0	17.0	8367
40344	ZIP	27.0	40.0	2705
40345	ZIP	29.0	42.0	9624
40346	ZIP	45.0	49.0	3923
40347	ZIP	0.0	16.0	3947
40348	ZIP	43.0	56.0	6875
40349	ZIP	32.0	48.0	5548
40350	ZIP	18.0	34.0	3266
40351	ZIP	45.0	49.0	9199
40352	ZIP	29.0	42.0	1413
40353	ZIP	29.0	42.0	7977
40354	ZIP	18.0	34.0	7214
40355	ZIP	29.0	42.0	1303
40356	ZIP	43.0	56.0	5859
40357	ZIP	18.0	34.0	3654
40358	ZIP	29.0	42.0	6037
40359	ZIP	3.0	19.0	8502
40360	ZIP	0.0	16.0	2529
40361	ZIP	32.0	48.0	8499
40362	ZIP	47.0	51.0	5533
40363	ZIP	3.0	19.0	8719
40364	ZIP	47.0	51.0	6190
40365	ZIP	43.0	47.0	6856
40366	ZIP	13.0	26.0	4148
40367	ZIP	0.0	16.0	7969
40368	ZIP	29.0	42.0	9961
40369	ZIP	20.0	36.0	4673
40370	ZIP	29.0	42.0	3191
40371	ZIP	4.0	17.0	6176
40372	ZIP	32.0	48.0	6384
40373	ZIP	43.0	56.0	7960
40374	ZIP	32.0	48.0	2336
40375	ZIP	0.0	16.0	4779
40376	ZIP	13.0	26.0	9339
40377	ZIP	32.0	48.0	4453
40378	ZIP	20.0	36.0	9595
40379	ZIP	3.0	19.0	9787
40380	ZIP	45.0	49.0	5842
40381	ZIP	29.0	42.0	8263
40382	ZIP	27.0	40.0	1926
40383	ZIP	33.0	49.0	3373
40384	ZIP	38.0	54.0	4162
40385	ZIP	43.0	47.0	2650
40386	ZIP	20.0	36.0	7800
40387	ZIP	5.0	21.0	5199
40388	ZIP	27.0	40.0	8223
40389	ZIP	0.0	16.0	7847
40390	ZIP	3.0	19.0	5897
40391	ZIP	0.0	16.0	2752
40392	ZIP	38.0	54.0	9904
40393	ZIP	47.0	51.0	3408
40394	ZIP	47.0	51.0	3247
40395	ZIP	47.0	51.0	8860
40396	ZIP	4.0	17.0	4361
40397	ZIP	38.0	54.0	1764
40398	ZIP	38.0	54.0	7991
40399	ZIP	20.0	40.0	8888
40400	ZIP	43.0	56.0	3531
40401	ZIP	38.0	54.0	2954
40402	ZIP	20.0	36.0	4839
40403	ZIP	4.0	17.0	9234
40404	ZIP	3.0	19.0	1983
40405	ZIP	20.0	40.0	3689
40406	ZIP	3.0	19.0	4960
40407	ZIP	45.0	49.0	4109
40408	ZIP	3.0	19.0	1608
40409	ZIP	45.0	49.0	2086
40410	ZIP	4.0	17.0	2568
40411	ZIP	43.0	56.0	4356
40412	ZIP	0.0	16.0	3406
40413	ZIP	38.0	54.0	2350
40414	ZIP	18.0	34.0	2000
40415	ZIP	20.0	40.0	4265
40416	ZIP	27.0	40.0	5532
40417	ZIP	33.0	49.0	8075
40418	ZIP	35.0	48.0	2680
40419	ZIP	4.0	17.0	3918
40420	ZIP	43.0	47.0	2695
40421	ZIP	35.0	48.0	6585
40422	ZIP	5.0	21.0	5842
40423	ZIP	43.0	56.0	1136
40424	ZIP	18.0	34.0	6270
40425	ZIP	43.0	56.0	1365
40426	ZIP	4.0	17.0	9367
40427	ZIP	20.0	40.0	6830
40428	ZIP	13.0	26.0	4976
40429	ZIP	43.0	47.0	8733
40430	ZIP	45.0	49.0	9581
40431	ZIP	32.0	48.0	4881
40432	ZIP	29.0	42.0	9378
40433	ZIP	32.0	48.0	1482
40434	ZIP	43.0	47.0	9975
40435	ZIP	0.0	16.0	8504
40436	ZIP	43.0	56.0	1800
40437	ZIP	27.0	40.0	9124
40438	ZIP	45.0	49.0	8253
40439	ZIP	43.0	56.0	5355
40440	ZIP	13.0	26.0	6106
40441	ZIP	43.0	56.0	3149
40442	ZIP	20.0	36.0	3631
40443	ZIP	45.0	49.0	7617
40444	ZIP	38.0	54.0	2649
40445	ZIP	0.0	16.0	4688
40446	ZIP	3.0	19.0	4784
40447	ZIP	35.0	48.0	2786
40448	ZIP	20.0	40.0	5313
40449	ZIP	33.0	49.0	6268
40450	ZIP	38.0	54.0	2525
40451	ZIP	38.0	54.0	6487
40452	ZIP	43.0	47.0	4142
40453	ZIP	29.0	42.0	1191
40454	ZIP	35.0	48.0	4908
40455	ZIP	47.0	51.0	1748
40456	ZIP	43.0	56.0	6166
40457	ZIP	29.0	42.0	7410
40458	ZIP	0.0	16.0	8904
40459	ZIP	18.0	34.0	4555
40460	ZIP	45.0	49.0	1898
40461	ZIP	20.0	40.0	8477
40462	ZIP	32.0	48.0	1961
40463	ZIP	3.0	19.0	2856
40464	ZIP	3.0	19.0	5090
40465	ZIP	45.0	49.0	2028
40466	ZIP	43.0	47.0	1087
40467	ZIP	32.0	48.0	5641
40468	ZIP	4.0	17.0	5264
40469	ZIP	35.0	48.0	8947
40470	ZIP	29.0	42.0	7332
40471	ZIP	35.0	48.0	6537
40472	ZIP	43.0	47.0	8122
40473	ZIP	29.0	42.0	9926
40474	ZIP	35.0	48.0	1138
40475	ZIP	5.0	21.0	5919
40476	ZIP	45.0	49.0	2929
40477	ZIP	20.0	40.0	6100
40478	ZIP	43.0	56.0	3576
40479	ZIP	20.0	40.0	6001
40480	ZIP	5.0	21.0	7153
40481	ZIP	5.0	21.0	6074
40482	ZIP	32.0	48.0	4807
40483	ZIP	43.0	56.0	5930
40484	ZIP	35.0	48.0	2744
40485	ZIP	45.0	49.0	8273
40486	ZIP	27.0	40.0	8879
40487	ZIP	33.0	49.0	7128
40488	ZIP	35.0	48.0	9734
40489	ZIP	43.0	47.0	1712
40490	ZIP	0.0	16.0	7326
40491	ZIP	20.0	36.0	4191
40492	ZIP	43.0	56.0	4519
40493	ZIP	43.0	56.0	3408
40494	ZIP	47.0	51.0	2861
40495	ZIP	47.0	51.0	9768
40496	ZIP	27.0	40.0	2059
40497	ZIP	13.0	26.0	1841
40498	ZIP	13.0	26.0	1136
40499	ZIP	20.0	36.0	1410
